link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF, AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,AM_gamma,MD_Volume,MD_speed_BPR,MD_speed_QVDF, MD_t0,MD_t3,MD_P, MD_D,MD_DC_ratio,MD_mu,MD_gamma,PM_Volume,PM_speed_BPR,PM_speed_QVDF, PM_t0,PM_t3,PM_P, PM_D,PM_DC_ratio,PM_mu,PM_gamma,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
115N05163,AZ-101-LOOP,1,115N05163,,67,72,"",,1,1,0,1.063260,69.465149,1800.000000,45.000000,48.625603,4561.596680,9.665606,37.541876, 7.333333,8.666667,1.333333, 2518.382497,1.399101,1800.000000,414.957401,4561.596680,9.665606,37.541876, 7.333333,8.666667,1.333333, 2518.382497,1.399101,1800.000000,414.957401,4561.596680,9.665606,37.541876, 7.333333,8.666667,1.333333, 2518.382497,1.399101,1800.000000,414.957401,60.000,46.889,43.709,60.789,69.465,69.465,69.465,69.465,60.789,69.465,69.465,69.465,69.465,60.789,1.000,0.964,0.899,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,69.465,53.835,43.967,34.515,31.299,34.515,43.967,53.835,69.465,60.000,60.000,60.000,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,60.000,60.000,60.000,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,0.904,0.710,0.644,0.710,0.904,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115N05164,AZ-101-LOOP,1,115N05164,,68,89,"",,1,1,0,0.749263,70.537621,1800.000000,45.000000,49.376335,3032.577637,31.939061,63.228475, 7.905468,8.094532,0.189064, 1186.928502,0.659405,1800.000000,548359.919586,3032.577637,31.939061,63.228475, 7.905468,8.094532,0.189064, 1186.928502,0.659405,1800.000000,548359.919586,3032.577637,31.939061,63.228475, 7.905468,8.094532,0.189064, 1186.928502,0.659405,1800.000000,548359.919586,60.000,67.332,65.567,60.878,70.538,70.538,70.538,70.538,60.878,70.538,70.538,70.538,70.538,60.878,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,70.538,68.520,66.502,64.483,49.361,64.483,66.502,68.520,70.538,60.000,60.000,60.000,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,60.000,60.000,60.000,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115+05163,AZ-101-LOOP,1,115+05163,,69,7,"",,1,1,0,0.274824,70.918686,1800.000000,45.000000,49.643082,1771.646729,62.167390,70.445691, 7.994509,8.005491,0.010981, 582.688818,0.323716,0.000000,0.000000,1771.646729,62.167390,70.445691, 7.994509,8.005491,0.010981, 582.688818,0.323716,0.000000,0.000000,1771.646729,62.167390,70.445691, 7.994509,8.005491,0.010981, 582.688818,0.323716,0.000000,0.000000,60.000,70.701,70.701,60.910,70.919,70.919,70.919,70.919,60.910,70.919,70.919,70.919,70.919,60.910,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,70.919,70.800,70.681,70.562,70.919,70.562,70.681,70.800,70.919,60.000,60.000,60.000,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,60.000,60.000,60.000,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115+05164,AZ-101-LOOP,1,115+05164,,70,9,"",,1,1,0,0.353864,69.873878,1800.000000,45.000000,48.911716,2220.318604,51.863457,68.033331, 7.977877,8.022123,0.044247, 825.548150,0.458638,0.000000,0.000000,2220.318604,51.863457,68.033331, 7.977877,8.022123,0.044247, 825.548150,0.458638,0.000000,0.000000,2220.318604,51.863457,68.033331, 7.977877,8.022123,0.044247, 825.548150,0.458638,0.000000,0.000000,60.000,69.011,69.011,60.823,69.874,69.874,69.874,69.874,60.823,69.874,69.874,69.874,69.874,60.823,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,69.874,69.403,68.933,68.462,69.874,68.462,68.933,69.403,69.874,60.000,60.000,60.000,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,60.000,60.000,60.000,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04374,AZ-101-LOOP,1,115-04374,,2,14,"",,1,1,0,0.142707,58.344528,1800.000000,45.000000,40.841171,4977.975586,5.969180,47.440419, 7.812040,8.187960,0.375920, 1409.439695,0.783022,1800.000000,43050.197607,4977.975586,5.969180,47.440419, 7.812040,8.187960,0.375920, 1409.439695,0.783022,1800.000000,43050.197607,4977.975586,5.969180,47.440419, 7.812040,8.187960,0.375920, 1409.439695,0.783022,1800.000000,43050.197607,60.000,52.987,51.512,59.862,58.345,58.345,58.345,58.345,59.862,58.345,58.345,58.345,58.345,59.862,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,58.345,54.988,51.631,48.273,40.646,48.273,51.631,54.988,58.345,60.000,60.000,60.000,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,60.000,60.000,60.000,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.995,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04375,AZ-101-LOOP,1,115-04375,,15,47,"",,1,1,0,0.083723,57.938404,1800.000000,45.000000,40.556885,5007.882324,5.801347,46.112490, 7.790280,8.209720,0.419441, 1448.572131,0.804762,1800.000000,28213.037738,5007.882324,5.801347,46.112490, 7.790280,8.209720,0.419441, 1448.572131,0.804762,1800.000000,28213.037738,5007.882324,5.801347,46.112490, 7.790280,8.209720,0.419441, 1448.572131,0.804762,1800.000000,28213.037738,60.000,51.844,50.370,59.828,57.938,57.938,57.938,57.938,59.828,57.938,57.938,57.938,57.938,59.828,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,57.938,54.197,50.456,46.715,40.258,46.715,50.456,54.197,57.938,60.000,60.000,60.000,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,60.000,60.000,60.000,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.993,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04380,AZ-101-LOOP,1,115P04380,,6,90,"",,1,1,0,0.719426,72.044891,1800.000000,45.000000,50.431423,1710.619019,64.190941,71.533544, 7.994154,8.005846,0.011691, 591.885474,0.328825,0.000000,0.000000,1710.619019,64.190941,71.533544, 7.994154,8.005846,0.011691, 591.885474,0.328825,0.000000,0.000000,1710.619019,64.190941,71.533544, 7.994154,8.005846,0.011691, 591.885474,0.328825,0.000000,0.000000,60.000,71.809,71.809,61.004,72.045,72.045,72.045,72.045,61.004,72.045,72.045,72.045,72.045,61.004,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,72.045,71.916,71.788,71.659,72.045,71.659,71.788,71.916,72.045,60.000,60.000,60.000,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,60.000,60.000,60.000,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04376,AZ-101-LOOP,1,115-04376,,48,41,"",,1,1,0,0.251848,50.608749,1800.000000,45.000000,35.426125,5204.342773,4.407468,14.664209, 7.243374,8.756626,1.513252, 2602.171387,1.445651,1719.588975,0.000000,5204.342773,4.407468,14.664209, 7.243374,8.756626,1.513252, 2602.171387,1.445651,1719.588975,0.000000,5204.342773,4.407468,14.664209, 7.243374,8.756626,1.513252, 2602.171387,1.445651,1719.588975,0.000000,60.000,37.922,36.657,59.217,50.609,50.609,50.609,50.609,59.217,50.609,50.609,50.609,50.609,59.217,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,50.609,35.426,35.426,35.426,35.426,35.426,35.426,35.426,50.609,60.000,60.000,60.000,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,60.000,60.000,60.000,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04140,AZ-101-LOOP,1,115P04140,,4,49,"",,1,1,0,0.928908,73.635437,1800.000000,45.000000,51.544811,1534.862183,68.225116,73.345109, 7.996763,8.003237,0.006474, 510.582115,0.283657,0.000000,0.000000,1534.862183,68.225116,73.345109, 7.996763,8.003237,0.006474, 510.582115,0.283657,0.000000,0.000000,1534.862183,68.225116,73.345109, 7.996763,8.003237,0.006474, 510.582115,0.283657,0.000000,0.000000,60.000,73.502,73.502,61.136,73.635,73.635,73.635,73.635,61.136,73.635,73.635,73.635,73.635,61.136,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,73.635,73.563,73.490,73.417,73.635,73.417,73.490,73.563,73.635,60.000,60.000,60.000,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,60.000,60.000,60.000,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04377,AZ-101-LOOP,1,115-04377,,42,37,"",,1,1,0,1.227583,54.814034,1800.000000,45.000000,38.369823,5276.836426,4.538007,34.133967, 7.504562,8.495438,0.990876, 1795.880234,0.997711,1800.000000,1654.908705,5276.836426,4.538007,34.133967, 7.504562,8.495438,0.990876, 1795.880234,0.997711,1800.000000,1654.908705,5276.836426,4.538007,34.133967, 7.504562,8.495438,0.990876, 1795.880234,0.997711,1800.000000,1654.908705,60.000,43.966,41.995,59.568,54.814,54.814,54.814,54.814,59.568,54.814,54.814,54.814,54.814,59.568,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,54.814,46.666,38.518,38.554,31.161,38.554,38.518,46.666,54.814,60.000,60.000,60.000,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,60.000,60.000,60.000,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.812,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04135,AZ-101-LOOP,1,115-04135,,46,39,"",,1,1,0,0.250119,67.990105,1800.000000,45.000000,47.593075,4766.061523,8.120233,23.686043, 7.291935,8.708065,1.416129, 2383.030762,1.323906,1682.777860,1064.843953,4766.061523,8.120233,23.686043, 7.291935,8.708065,1.416129, 2383.030762,1.323906,1682.777860,1064.843953,4766.061523,8.120233,23.686043, 7.291935,8.708065,1.416129, 2383.030762,1.323906,1682.777860,1064.843953,60.000,38.160,33.865,60.666,67.990,67.990,67.990,67.990,60.666,67.990,67.990,67.990,67.990,60.666,1.000,0.802,0.712,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,67.990,50.523,32.252,19.425,16.454,19.425,32.252,50.523,67.990,60.000,60.000,60.000,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,60.000,60.000,60.000,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,67.990,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,0.678,0.408,0.346,0.408,0.678,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04134,AZ-101-LOOP,1,115-04134,,74,91,"",,1,1,0,0.699114,70.191856,1800.000000,45.000000,49.134300,4373.684570,11.269160,24.983358, 7.347809,8.652191,1.304382, 2186.842285,1.214912,1676.535128,3170.378762,4373.684570,11.269160,24.983358, 7.347809,8.652191,1.304382, 2186.842285,1.214912,1676.535128,3170.378762,4373.684570,11.269160,24.983358, 7.347809,8.652191,1.304382, 2186.842285,1.214912,1676.535128,3170.378762,60.000,36.529,31.467,60.849,70.192,70.192,70.192,70.192,60.849,70.192,70.192,70.192,70.192,60.849,1.000,0.743,0.640,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,70.192,55.056,28.662,12.107,9.444,12.107,28.662,55.056,70.192,60.000,60.000,60.000,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,60.000,60.000,60.000,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,70.192,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,0.583,0.246,0.192,0.246,0.583,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04372,AZ-101-LOOP,1,115-04372,,21,24,"",,1,1,0,0.223355,71.823036,1800.000000,45.000000,50.276127,2919.452393,35.241530,66.191119, 7.930421,8.069579,0.139159, 1099.386065,0.610770,0.000000,0.000000,2919.452393,35.241530,66.191119, 7.930421,8.069579,0.139159, 1099.386065,0.610770,0.000000,0.000000,2919.452393,35.241530,66.191119, 7.930421,8.069579,0.139159, 1099.386065,0.610770,0.000000,0.000000,60.000,69.049,69.049,60.985,71.823,71.823,71.823,71.823,60.985,71.823,71.823,71.823,71.823,60.985,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,71.823,70.310,68.796,67.283,71.823,67.283,68.796,70.310,71.823,60.000,60.000,60.000,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,60.000,60.000,60.000,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,71.823,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04373,AZ-101-LOOP,1,115-04373,,73,20,"",,1,1,0,0.253711,71.432205,1800.000000,45.000000,50.002544,2705.135986,40.467618,66.846970, 7.943908,8.056092,0.112185, 1041.732086,0.578740,0.000000,0.000000,2705.135986,40.467618,66.846970, 7.943908,8.056092,0.112185, 1041.732086,0.578740,0.000000,0.000000,2705.135986,40.467618,66.846970, 7.943908,8.056092,0.112185, 1041.732086,0.578740,0.000000,0.000000,60.000,69.206,69.206,60.953,71.432,71.432,71.432,71.432,60.953,71.432,71.432,71.432,71.432,60.953,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,71.432,70.218,69.003,67.789,71.432,67.789,69.003,70.218,71.432,60.000,60.000,60.000,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,60.000,60.000,60.000,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,71.432,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04139,AZ-101-LOOP,1,115-04139,,54,51,"",,1,1,0,0.425473,64.532928,1800.000000,45.000000,45.173050,3223.848389,25.371950,58.189012, 7.910846,8.089154,0.178308, 1169.674941,0.649819,1800.000000,757464.858536,3223.848389,25.371950,58.189012, 7.910846,8.089154,0.178308, 1169.674941,0.649819,1800.000000,757464.858536,3223.848389,25.371950,58.189012, 7.910846,8.089154,0.178308, 1169.674941,0.649819,1800.000000,757464.858536,60.000,61.836,60.222,60.378,64.533,64.533,64.533,64.533,60.378,64.533,64.533,64.533,64.533,60.378,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,64.533,62.792,61.050,59.309,45.162,59.309,61.050,62.792,64.533,60.000,60.000,60.000,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,60.000,60.000,60.000,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,64.533,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04138,AZ-101-LOOP,1,115-04138,,58,53,"",,1,1,0,1.199388,63.455196,1800.000000,45.000000,44.418636,4283.114258,10.923911,45.407435, 7.674972,8.325028,0.650056, 1616.256025,0.897920,1800.000000,4979.627551,4283.114258,10.923911,45.407435, 7.674972,8.325028,0.650056, 1616.256025,0.897920,1800.000000,4979.627551,4283.114258,10.923911,45.407435, 7.674972,8.325028,0.650056, 1616.256025,0.897920,1800.000000,4979.627551,60.000,53.676,51.938,60.288,63.455,63.455,63.455,63.455,60.288,63.455,63.455,63.455,63.455,60.288,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,63.455,56.771,50.086,58.663,42.593,58.663,50.086,56.771,63.455,60.000,60.000,60.000,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,60.000,60.000,60.000,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,63.455,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.959,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
